track_name,track_artist,valence,energy,danceability,tempo,acousticness,speechiness
Todo Bien,Lalo Ebratt,0.827,0.821,0.751,110.079,0.732,0.0554
Cola,Mozart La Para,0.638,0.763,0.842,129.996,0.712,0.224
Aguante,Mala Rodríguez,0.464,0.721,0.423,101.903,0.00968,0.165
Punto G,KAROL G,0.926,0.751,0.787,165.961,0.00796,0.0865
Cosas Ricas,Yera,0.714,0.693,0.771,93.004,0.0358,0.0485
Pa' Lante,Alex Sensation,0.922,0.713,0.679,189.921,0.0649,0.123
¿Cuánto E$?,Jhay Cortez,0.598,0.553,0.597,83.376,0.138,0.307
A Mí Me Gusta,El Freaky,0.715,0.91,0.683,190.008,0.0547,0.162
DM,The Rudeboyz,0.771,0.675,0.844,96.031,0.302,0.0737
No Todavía,Kenny Man,0.805,0.881,0.769,103.048,0.467,0.0406
Whine Up,Nicky Jam,0.662,0.665,0.817,104.957,0.0549,0.0758
Tequila Sunrise,Cali Y El Dandee,0.707,0.855,0.784,93.979,0.121,0.0584
Malas Intenciones,Tharyk,0.7,0.856,0.715,95.999,0.19,0.0722
Que No Pare el Reggaeton,Ricky Bernard,0.573,0.773,0.86,100.022,0.11,0.208
Nosequé,DJ Valdi,0.701,0.633,0.882,98.024,0.11,0.0852
CUCAKITA,Sahony,0.807,0.608,0.842,95.487,0.187,0.0838
Repetimos?,Armando Infante,0.848,0.701,0.731,92.024,0.124,0.0888
Entre El Cielo y El Infierno,Christian Nava,0.699,0.596,0.782,81.963,0.126,0.0534
Mala Suerte - Remix,Jory Boy,0.886,0.749,0.774,92.008,0.186,0.0442
"Domingo (Reykon, Cosculluela, Greeicy & Rauw Alejandro) - Remix",Reykon,0.542,0.709,0.797,93.029,0.0538,0.0495
Aprendi a Amar,Brytiago,0.843,0.63,0.746,174.044,0.127,0.0863
No Siento Nada,Miky Woodz,0.919,0.814,0.744,172.023,0.0807,0.0996
Me Voy - Remix,Rombai,0.808,0.715,0.805,95.989,0.0549,0.154
Pa' Mala Yo,Natti Natasha,0.401,0.775,0.821,101.995,0.415,0.0604
Me Frontió,Dimelo Flow,0.835,0.782,0.498,83.997,0.409,0.143
Me Voy,Rombai,0.884,0.752,0.531,192.443,0.214,0.2
Mala (feat. Nio Garcia & Casper Mágico) - Remix,Reykon,0.86,0.771,0.783,171.953,0.162,0.122
Dura - Remix,Daddy Yankee,0.853,0.803,0.772,94.981,0.188,0.0468
Vaina Loca,Ozuna,0.555,0.805,0.754,93.983,0.315,0.0752
Ella Quiere Beber - Remix,Anuel AA,0.698,0.665,0.751,95.239,0.265,0.124
Cazador,Matt Hunter,0.823,0.609,0.791,161.982,0.0671,0.136
badwine - Remix,Feid,0.722,0.708,0.731,186.003,0.473,0.167
Deja Tus Besos - Remix,Natti Natasha,0.961,0.762,0.733,167.845,0.268,0.0665
Inocente,Myke Towers,0.94,0.748,0.757,173.97,0.0691,0.186
Qué Hay de Malo - Reggae Version,Farruko,0.827,0.656,0.668,168.004,0.373,0.0548
Tira la Tuya,Xavi The Destroyer,0.641,0.66,0.813,84.003,0.287,0.0669
MALA SANTA,Becky G,0.527,0.701,0.851,98.039,0.311,0.0396
Nada,Cazzu,0.359,0.543,0.898,98.992,0.343,0.121
La Cama,Lunay,0.817,0.904,0.7,173.975,0.2,0.0568
"Lo Que Paso, Paso",Daddy Yankee,0.831,0.754,0.824,97.002,0.114,0.0377
Noche De Sexo,Wisin & Yandel,0.515,0.722,0.686,94.006,0.108,0.256
,,0.726,0.919,0.675,97.017,0.0606,0.0366
Intentions (feat. Darkan),Jasmine Ortiz,0.776,0.744,0.839,108.947,0.631,0.0546
Yo Le Doy,Dukus,0.667,0.665,0.61,182.001,0.0652,0.0985
Me Matas,R.K.M & Ken-Y,0.573,0.75,0.774,92.978,0.0633,0.0727
Talking Spanish,Dukus,0.156,0.791,0.725,99.049,0.0278,0.0466
La Locura Automática,La Secta AllStar,0.522,0.607,0.568,75.985,0.0329,0.0237
Oye Mi Canto,N.O.R.E.,0.948,0.946,0.677,96.011,0.185,0.0553
Rakata,Wisin & Yandel,0.651,0.784,0.726,192.068,0.0607,0.239
Dile,Don Omar,0.724,0.714,0.828,94.03,0.208,0.139
Dime,Kevin G.,0.697,0.652,0.674,192.051,0.164,0.254
Ahora Es,Wisin & Yandel,0.742,0.789,0.821,96.012,0.103,0.111
Miedo,Ivan R,0.37,0.577,0.681,175.94,0.0189,0.0632
Sexy Movimiento,Wisin & Yandel,0.728,0.755,0.816,104.996,0.357,0.0402
Mi Cura,Kevin G.,0.223,0.502,0.594,191.968,0.511,0.241
Zun Da Da,Zion,0.661,0.793,0.768,88.015,0.275,0.125
Te Encontré,Mg Poet,0.382,0.718,0.704,98.044,0.166,0.205
Culo Remix,Ivy Queen,0.836,0.648,0.877,119.992,0.0445,0.137
Perdóname,La Factoria,0.368,0.822,0.677,95.018,0.247,0.0306
Salvaje,Dukus,0.282,0.756,0.677,96.999,0.0385,0.044
Hot Caliente,Jasmine Ortiz,0.885,0.714,0.788,105.011,0.0199,0.0483
Pobre Diabla,Don Omar,0.85,0.748,0.741,92.052,0.423,0.0568
Yo Te Quiero,Wisin & Yandel,0.765,0.677,0.819,93.991,0.575,0.268
Que Sera,Jasmine Ortiz,0.933,0.62,0.781,85.018,0.655,0.0477
Nadie Como Tu,Wisin & Yandel,0.729,0.719,0.809,92.992,0.405,0.192
Tu Principe,Reggaeton Latino,0.553,0.791,0.893,93.998,0.0639,0.131
"No Se De Ella ""My Space""",Don Omar,0.776,0.667,0.817,88.011,0.244,0.092
Donde Estés Llegaré,Alexis y Fido,0.595,0.904,0.829,94.021,0.0661,0.0535
En La Disco,"Tito ""El Bambino""",0.868,0.783,0.865,100.017,0.089,0.0931
Carita De Angel,Angel Y Khriz,0.767,0.861,0.844,94.007,0.238,0.141
Amor De Pobre,Zion,0.737,0.76,0.623,93.909,0.274,0.0846
Yo Voy (feat. Daddy Yankee),Zion & Lennox,0.607,0.729,0.786,95.027,0.0579,0.187
Yo Voy A Llegar,Zion,0.726,0.779,0.754,94.986,0.287,0.0519
"Entre La Playa, Ella y Yo","Big Yamo, Vato 18K Feat. Bigal L Jake",0.932,0.862,0.738,170.017,0.06,0.196
Abusadora,Wisin & Yandel,0.166,0.776,0.78,114.949,0.0509,0.055
Besos Mojados,Wisin & Yandel,0.361,0.81,0.646,95.985,0.0959,0.141
Noche De Entierro (Nuestro Amor),Daddy Yankee,0.434,0.766,0.873,97.002,0.14,0.146
La Despedida,Daddy Yankee,0.972,0.993,0.746,122.046,0.0866,0.0499
Rompe,Daddy Yankee,0.515,0.799,0.689,176.081,0.0378,0.0592
Sabor A Melao,Daddy Yankee,0.899,0.946,0.803,96.012,0.0759,0.062
Dónde Están Las Gatas,Nicky Jam,0.786,0.944,0.828,109.911,0.237,0.0642
Caliente,Dyland & Lenny,0.812,0.892,0.755,110.014,0.00934,0.0598
Frikitona,Plan B,0.835,0.874,0.947,120.063,0.316,0.176
Maldito Alcohol,Pitbull,0.934,0.434,0.918,126.981,0.524,0.224
Esta Noche De Travesura,"Héctor ""El Father""",0.421,0.658,0.836,91.997,0.437,0.179
Dutty Love,Don Omar,0.91,0.875,0.738,90.036,0.236,0.109
Síguelo,Wisin & Yandel,0.591,0.925,0.626,130.016,0.481,0.294
Tocarte Toa 2012 (feat. Big Yamo & Jimmy Bad Boy),Latin Fresh,0.513,0.873,0.831,100.016,0.269,0.0606
Junto al Amanecer,J Alvarez,0.794,0.704,0.617,169.966,0.248,0.0376
Pasarela,Ñejo & Dalmata,0.524,0.814,0.798,95.007,0.101,0.0542
Dembow,Wisin & Yandel,0.851,0.807,0.723,93.027,0.259,0.123
Llamé Pa' Verte (Bailando Sexy),Wisin & Yandel,0.583,0.82,0.856,94.994,0.067,0.0758
Me Quiere Besar,Alexis y Fido,0.817,0.818,0.787,95.038,0.137,0.0725
Mírala Bien,Wisin & Yandel,0.675,0.847,0.806,95.998,0.272,0.15
Cojela Que Va Sin Jockey,Daddy Yankee,0.602,0.598,0.825,95.029,0.131,0.0949
Energía,Alexis y Fido,0.655,0.831,0.783,93.997,0.214,0.0372
Flow Natural,"Tito ""El Bambino""",0.794,0.796,0.83,101.017,0.116,0.0702
Superhéroe,Alexis y Fido,0.851,0.916,0.795,119.966,0.00201,0.0489
Fuera del Planeta (Feat. Eloy),Randy Nota Loka,0.8,0.875,0.743,95.033,0.164,0.0837
Caile,"Tito ""El Bambino""",0.697,0.797,0.843,96.948,0.0833,0.0894
Mírame,Daddy Yankee,0.728,0.749,0.794,96.032,0.19,0.101
Donde Hubo Fuego,Daddy Yankee,0.868,0.766,0.7,93.358,0.186,0.0784
Prrrum,Cosculluela,0.685,0.727,0.843,90.0,0.096,0.228
Eso Ehh..!!!,Alexis y Fido,0.76,0.81,0.908,95.006,0.347,0.132
Aprovechalo,Wisin & Yandel,0.556,0.65,0.794,97.001,0.18,0.0536
Control,Wisin & Yandel,0.665,0.835,0.824,106.694,0.554,0.0969
Me Estas Tentando,Wisin & Yandel,0.767,0.92,0.813,115.994,0.279,0.055
Bartender,Alexis y Fido,0.32,0.733,0.832,115.997,0.0152,0.0784
Ojos Que No Ven,Alexis y Fido,0.851,0.852,0.846,127.992,0.0187,0.246
No Me Dejes Solo - Live,Daddy Yankee,0.547,0.931,0.763,96.017,0.102,0.0949
Mi Fanatica - Remix,Arcangel,0.623,0.7,0.877,92.999,0.0552,0.108
Dame Lo Que Quiero,R.K.M & Ken-Y,0.605,0.727,0.867,94.99,0.219,0.0779
Todavia,La Factoria,0.6,0.901,0.785,113.289,0.0867,0.0553
Sexo Seguro,"Franco ""El Gorilla""",0.585,0.887,0.748,97.015,0.0853,0.0905
Chao Amor,Chon Arauza Y Su Furia Colombiana,0.549,0.695,0.681,173.883,0.132,0.0532
Ramayama,Don Omar,0.961,0.708,0.696,149.994,0.187,0.138
Salió El Sol - Remastered 2016,Don Omar,0.964,0.749,0.884,110.005,0.0918,0.0973
Guaya Guaya,Don Omar,0.703,0.873,0.788,91.981,0.00607,0.117
Dale Don Dale,Don Omar,0.807,0.818,0.831,95.023,0.0242,0.0825
Ojitos Chiquitos - Remastered 2016,Don Omar,0.803,0.863,0.791,170.088,0.0162,0.237
Taboo,Don Omar,0.808,0.886,0.43,187.38,0.0449,0.0828
Dile,Don Omar,0.711,0.705,0.676,93.774,0.178,0.16
Sexy Robotica,Don Omar,0.561,0.867,0.741,112.011,0.000443,0.0334
Cuéntale - Remastered 2016,Don Omar,0.609,0.94,0.578,89.805,0.121,0.188
Hooka,Don Omar,0.818,0.863,0.73,170.014,0.0373,0.154
Aunque Te Fuiste,Don Omar,0.414,0.566,0.568,159.952,0.17,0.0444
Conteo - Remastered 2016,Don Omar,0.307,0.707,0.818,92.995,0.164,0.226
Mayor Que Yo 3,Luny Tunes,0.458,0.957,0.756,92.006,0.0918,0.113
Good Looking,Don Omar,0.757,0.88,0.629,93.013,0.00879,0.156
Angelito - Remastered 2016,Don Omar,0.29,0.691,0.637,156.006,0.161,0.0415
Quien La Vio Llorar,Don Omar,0.376,0.567,0.47,79.993,0.101,0.0361
Blue Zone,Don Omar,0.478,0.712,0.796,94.97,0.0424,0.0541
Coolant - Remix,Farruko,0.916,0.833,0.729,172.07,0.106,0.152
No Sigue Modas Aka Ella No Sigue Modas,Don Omar,0.842,0.868,0.704,127.994,0.0101,0.0854
Hasta Que Salga El Sol,Don Omar,0.885,0.958,0.355,190.313,0.0235,0.349
Belly Danza - Remastered 2016,Don Omar,0.913,0.873,0.808,109.987,0.0418,0.238
Ronca,Don Omar,0.715,0.891,0.676,173.976,0.219,0.199
Slow Motion,Don Omar,0.695,0.842,0.736,180.014,0.0869,0.222
Te Recordaré Bailando,Don Omar,0.727,0.888,0.718,91.998,0.0241,0.0441
Vacaciones - Remix,Wisin,0.585,0.93,0.702,96.027,0.0758,0.0674
Ella Ella,Don Omar,0.688,0.667,0.821,96.415,0.188,0.124
Repórtense - Remastered 2016,Don Omar,0.536,0.881,0.771,94.015,0.0666,0.0909
Not To Much - Remastered 2016,Don Omar,0.261,0.726,0.752,92.004,0.0197,0.0564
Bailando Sola - Remastered 2016,Don Omar,0.324,0.653,0.748,89.921,0.0629,0.27
Sandunga,Don Omar,0.798,0.855,0.857,95.02,0.0939,0.134
Dobla Rodilla,Don Omar,0.715,0.909,0.663,170.058,0.169,0.106
Tírate Al Medio,Don Omar,0.2,0.901,0.603,175.926,0.0313,0.0536
Huerfano De Amor,Don Omar,0.861,0.692,0.718,139.968,0.452,0.0449
Soledad,Don Omar,0.645,0.876,0.62,195.996,0.0911,0.101
How We Roll,Don Omar,0.734,0.753,0.742,149.962,0.0304,0.172
Yo Soy De Aqui,Don Omar,0.729,0.738,0.698,92.009,0.141,0.172
Dure Dure,JEN,0.659,0.836,0.65,180.1,0.083,0.214
Encanto,Don Omar,0.902,0.871,0.744,172.03,0.145,0.0499
Luna Llena,Don Omar,0.394,0.787,0.735,98.009,0.00113,0.0366
Mr. Romantic,Mike Stanley,0.896,0.932,0.727,92.016,0.0689,0.0452
Yo No Se Que Hacer,"Tito ""El Bambino""",0.638,0.71,0.838,159.919,0.126,0.0862
Intocable,Don Omar,0.482,0.631,0.887,95.032,0.102,0.172
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.863,0.802,0.659,177.936,0.208,0.148
Loca,Shakira,0.917,0.692,0.8,112.002,0.342,0.0614
Ese Amor (feat. Jimmy Dub),Andeeno Damassy,0.907,0.801,0.748,99.992,0.325,0.0526
Traicionera,Sebastian Yatra,0.661,0.669,0.776,91.012,0.142,0.0638
Chantaje,Shakira,0.91,0.756,0.859,102.033,0.168,0.0643
Te Quiero Pa´Mi,Don Omar,0.624,0.816,0.765,89.005,0.124,0.0595
Bailar (feat. Pitbull & Elvis Crespo),Deorro,0.553,0.891,0.75,128.065,0.0249,0.227
El Ratico,Juanes,0.781,0.689,0.666,177.874,0.111,0.0504
Ya Llego (Captain Planet Remix),Willie Colón,0.542,0.847,0.827,115.003,0.00493,0.0665
Bobo,J Balvin,0.777,0.893,0.742,177.879,0.115,0.117
Vaivén,Daddy Yankee,0.737,0.894,0.768,105.962,0.313,0.0415
Safari,J Balvin,0.604,0.675,0.689,180.065,0.531,0.32
Báilame,Nacho,0.528,0.876,0.809,95.984,0.154,0.155
La Venganza,J Balvin,0.892,0.865,0.738,177.944,0.367,0.091
"Ay MI Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,0.813,0.829,0.761,92.033,0.167,0.0681
Hey DJ,CNCO,0.433,0.819,0.792,89.98,0.0309,0.0867
Me Llamas (feat. Maluma) - Remix,Piso 21,0.745,0.838,0.76,93.05,0.547,0.0529
Felices los 4,Maluma,0.737,0.789,0.755,93.973,0.231,0.146
Mi Gente,J Balvin,0.308,0.687,0.774,104.959,0.0179,0.0584
Lejos De Aquí,Farruko,0.557,0.918,0.737,93.019,0.152,0.0904
Aire,Leslie Grace,0.741,0.901,0.753,100.014,0.23,0.189
Buscando Huellas,Major Lazer,0.502,0.849,0.696,108.127,0.0457,0.289
Me Gustas,Kevin Roldan,0.433,0.649,0.836,96.884,0.0254,0.148
Reggaetón Lento (Remix),CNCO,0.664,0.907,0.527,93.813,0.154,0.11
Sólo Mía,Yandel,0.864,0.733,0.757,174.05,0.213,0.2
La Bicicleta,Carlos Vives,0.953,0.964,0.736,179.935,0.198,0.129
Enamorado de Ti,Yandel,0.461,0.755,0.694,97.934,0.0687,0.0419
Robarte un Beso,Carlos Vives,0.678,0.884,0.748,95.046,0.0902,0.0501
Criminal,Natti Natasha,0.822,0.806,0.816,79.987,0.0347,0.0563
Animales,Romeo Santos,0.244,0.603,0.765,93.005,0.0278,0.242
Echa Pa'lla (Manos Pa'rriba),Pitbull,0.961,0.806,0.553,86.818,0.134,0.249
"Amor, Amor, Amor (feat. Wisin)",Jennifer Lopez,0.491,0.917,0.743,112.941,0.0389,0.0968
#Natural,Paty Cantú,0.816,0.836,0.8,97.023,0.114,0.0568
Si Una Vez - If I Once,Play-N-Skillz,0.484,0.732,0.516,88.043,0.129,0.0955
Hoy Se Bebe (feat. Farruko),Pitbull,0.93,0.906,0.649,128.068,0.00874,0.0427
Corazón,Maluma,0.765,0.768,0.871,98.989,0.283,0.122
Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta,0.557,0.55,0.876,129.924,0.0227,0.152
Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,0.768,0.907,0.673,109.04,0.123,0.074
Loco Enamorado,Abraham Mateo,0.731,0.872,0.69,94.0,0.226,0.0588
No Me Acuerdo,Thalía,0.772,0.799,0.836,94.033,0.187,0.0873
Clandestino,Shakira,0.881,0.822,0.766,165.842,0.39,0.16
Familiar,Liam Payne,0.908,0.805,0.636,92.958,0.0161,0.327
Calypso,Luis Fonsi,0.923,0.859,0.866,109.972,0.138,0.0587
El Anillo,Jennifer Lopez,0.469,0.691,0.87,130.056,0.0248,0.18
Por Perro,Sebastian Yatra,0.892,0.762,0.684,172.009,0.429,0.0501
Mi Mala,Mau y Ricky,0.803,0.624,0.737,172.036,0.0149,0.199
Havana - Remix,Camila Cabello,0.349,0.579,0.751,105.031,0.398,0.0321
El Peor,Chyno Miranda,0.798,0.903,0.84,94.998,0.138,0.227
Callao,Wisin & Yandel,0.884,0.836,0.727,92.037,0.0081,0.04
Me Gusta,Natti Natasha,0.68,0.699,0.853,96.013,0.0719,0.0473
Made For Now - Latin Version,Janet Jackson,0.589,0.868,0.723,115.742,0.00546,0.114
Baby,Amenazzy,0.582,0.71,0.7,167.971,0.327,0.0532
Muñequita Linda,Juan Magán,0.415,0.851,0.761,130.054,0.00402,0.0465
Te Boté II,Casper Magico,0.371,0.651,0.904,96.54,0.367,0.186
Lamento Tu Pérdida,Natti Natasha,0.576,0.819,0.75,95.062,0.206,0.0972
Ya Tú Sabes,CNCO,0.598,0.697,0.756,142.106,0.0116,0.0652
Tiimmy Turner,Almighty,0.5,0.679,0.801,123.055,0.0187,0.322
In A Dream - Original Mix,Rockell,0.835,0.688,0.785,132.279,0.019,0.0385
When Will You Come Back To Me,Pure Pleazure,0.93,0.632,0.729,120.269,0.00359,0.0675
Swing My Way,Stefanie Bennett,0.518,0.584,0.718,128.014,4.85e-05,0.0698
If You Wanted To Love Me,Sammy C,0.695,0.895,0.711,127.256,0.000913,0.0856
Girl You Hear me Crying,N.V.,0.412,0.816,0.64,122.837,0.0105,0.0396
If Ever,Da A Clan,0.842,0.801,0.652,121.368,0.113,0.0503
Take the Time,Lia Marquis,0.914,0.636,0.718,123.114,0.000937,0.043
One Last Kiss,Julie,0.625,0.651,0.725,126.933,0.0859,0.0453
All I Do Is Cry,Baby Doll,0.458,0.546,0.672,128.068,0.00118,0.0363
Just Like The Wind (94 Flava),N.V.,0.686,0.934,0.752,113.044,0.0802,0.0705
Spring Love,Stevie B,0.916,0.74,0.668,116.963,0.0502,0.0585
I Can't Live Without You,Angelique,0.655,0.718,0.705,121.982,0.00022,0.0429
Treasure of My Heart,Sf Spanish Fly,0.774,0.848,0.651,126.968,0.132,0.0409
Don't Let Me Go,Stefanie Bennett,0.64,0.733,0.654,128.278,0.00028,0.0477
Dream Boy / Dream Girl,Johnny O.,0.827,0.647,0.754,123.858,0.106,0.08
In Paradise,Laissez Faire,0.791,0.849,0.708,122.716,0.00934,0.0832
Highways Of Love,Johnny O.,0.649,0.527,0.629,121.495,0.00365,0.0493
I Want You,Julie Myers,0.878,0.832,0.643,123.011,9.35e-05,0.064
Don't Go Away,Johnny O.,0.433,0.711,0.678,121.947,0.105,0.0318
Never Too Late - Classic Mix,Stefanie Bennett,0.475,0.658,0.822,126.479,0.00563,0.0745
Some Kind Of Love,N.V.,0.577,0.849,0.631,128.1,0.0179,0.0352
Free My Love,Intonation,0.902,0.875,0.776,123.502,0.0776,0.0528
The Way She Looks At Me,N.V.,0.349,0.413,0.681,124.923,0.024,0.0401
You're the One for Me,April,0.569,0.792,0.606,122.88,0.00264,0.0483
Crimes Of love,N.V.,0.398,0.55,0.813,125.844,0.00327,0.0498
Got Me Loving You,Cheree,0.653,0.814,0.655,124.389,0.0032,0.043
For the First Time,Vilma Gil,0.853,0.965,0.643,125.651,0.00152,0.0813
Funky Melody,Ballin Entertainment,0.796,0.583,0.808,130.209,0.00326,0.0475
Give Me A Reason,Ballin Entertainment,0.925,0.531,0.707,129.882,0.011,0.043
Diamond Girl,Ballin Entertainment,0.947,0.947,0.731,129.652,0.0527,0.0584
So In Love,Ballin Entertainment,0.78,0.598,0.751,129.725,0.00804,0.11
Now & Forever,Ballin Entertainment,0.797,0.65,0.696,129.584,0.00413,0.0516
Who's Got Your Love,Ballin Entertainment,0.847,0.795,0.699,130.676,0.0797,0.0603
Gangsta Of Love,Ballin Entertainment,0.772,0.671,0.718,130.844,0.0728,0.109
Take Me In Your Arms Again,Ballin Entertainment,0.844,0.708,0.626,129.288,0.0024,0.0337
Do You Remember,Ballin Entertainment,0.962,0.752,0.709,129.266,0.00182,0.0367
I'll Never Forget You,Ballin Entertainment,0.557,0.747,0.425,126.734,0.0113,0.0598
From Earth To Heaven,Ballin Entertainment,0.847,0.862,0.711,128.125,0.00801,0.0789
Do You Remember,Ballin Entertainment,0.839,0.691,0.755,127.858,0.00559,0.0563
Time After Time,Ballin Entertainment,0.536,0.6,0.671,127.963,0.0385,0.191
Don't Turn Your Love Away,Ballin Entertainment,0.903,0.688,0.68,127.98,0.0142,0.0335
Always & Forever,Ballin Entertainment,0.95,0.718,0.702,128.07,0.000582,0.059
Be Sure,Ballin Entertainment,0.707,0.82,0.622,128.024,0.0025,0.0547
All Broken Hearted,Ballin Entertainment,0.843,0.83,0.778,128.148,0.0836,0.0522
I Don't Need Your Love,Ballin Entertainment,0.928,0.814,0.841,128.965,0.139,0.039
I Want Your Love,Ballin Entertainment,0.73,0.811,0.772,129.048,0.0753,0.133
Remember,Ballin Entertainment,0.768,0.813,0.609,129.07,0.00635,0.0392
Fantasy Girl,Ballin Entertainment,0.479,0.689,0.681,130.174,0.0238,0.0288
U Were Meant For Me,Ballin Entertainment,0.882,0.638,0.546,133.513,0.0174,0.103
Forever,Ballin Entertainment,0.768,0.634,0.766,132.012,0.00424,0.0413
Give Me All Your Love,Ballin Entertainment,0.599,0.917,0.709,130.574,0.00607,0.0593
Just Cant Get Over You,Ballin Entertainment,0.965,0.693,0.68,129.886,0.153,0.0423
Dance Thru The Night,Ballin Entertainment,0.638,0.662,0.48,125.706,0.0215,0.168
Party Your Body,Ballin Entertainment,0.661,0.82,0.728,127.632,0.0521,0.0745
Dreamboy,Ballin Entertainment,0.726,0.562,0.744,127.563,0.0485,0.185
In Paradise,Ballin Entertainment,0.685,0.616,0.695,127.743,0.00142,0.0817
In A Dream,Ballin Entertainment,0.868,0.66,0.777,132.154,0.128,0.0792
Only In Dreams,Ballin Entertainment,0.965,0.792,0.746,132.042,0.162,0.0313
All I Do Is Cry,Ballin Entertainment,0.531,0.928,0.574,132.099,0.00657,0.247
Hard 2 Get,Ballin Entertainment,0.853,0.926,0.698,132.401,0.209,0.0504
By Your Side,Ballin Entertainment,0.964,0.823,0.802,130.771,0.351,0.0776
Now & Forever,Ballin Entertainment,0.802,0.728,0.613,128.855,0.00729,0.0679
Paradise,Ballin Entertainment,0.605,0.832,0.709,128.918,0.00154,0.0491
Promise Me,Ballin Entertainment,0.608,0.575,0.709,128.99,0.00496,0.122
Wait For U,Ballin Entertainment,0.563,0.386,0.685,127.842,0.00223,0.0361
Sounds Of Heart Break,Ballin Entertainment,0.668,0.785,0.722,127.881,0.176,0.122
Ecstacy,Ballin Entertainment,0.756,0.783,0.663,127.925,0.000977,0.135
Misery,Ballin Entertainment,0.425,0.572,0.557,95.066,0.00303,0.0328
All My Love,Ballin Entertainment,0.666,0.544,0.714,104.685,0.00021,0.0505
A Day In My Life (Without You),Lisette Melendez,0.789,0.947,0.606,119.104,0.000874,0.0371
Together Forever,Lisette Melendez,0.71,0.963,0.682,118.937,0.0186,0.057
About Last Night,Miguel Reyes,0.948,0.667,0.737,120.061,0.0156,0.0666
Tonight,Sammy C,0.506,0.825,0.592,127.037,5.26e-05,0.0588
Bring Me Back,Pure Pleasure,0.347,0.81,0.715,127.018,0.000581,0.0814
Share This Moment,Pain,0.442,0.597,0.659,127.046,0.00144,0.0575
Open Up Your Heart,Samantha,0.445,0.753,0.666,127.097,0.000689,0.066
One More Romance,Bobby Delante,0.665,0.885,0.65,125.081,0.125,0.0458
My Lost Love,Jonelle,0.84,0.804,0.697,126.039,0.0108,0.0361
Life Goes On,The Innocence,0.624,0.778,0.611,124.079,0.0184,0.0356
Since You're Gone,Samantha Gervasio,0.518,0.873,0.66,126.065,0.00114,0.0665
I Remember You,Denine,0.674,0.616,0.725,126.314,0.123,0.0464
Tell Me Boy/Tell Me Girl,Denine,0.763,0.795,0.711,124.097,0.0015,0.0461
I Only Wanted To Love You,Denine,0.843,0.847,0.684,127.425,0.0812,0.0455
Tearshed '93,Denine,0.861,0.915,0.675,124.201,0.06,0.04
I Should Have Known,Stephanie Bennett,0.762,0.858,0.692,126.203,0.00466,0.0577
I Feel It In My Heart,Pain,0.698,0.788,0.685,124.158,0.00181,0.0526
I Will Carry On,Gina Lanze,0.929,0.877,0.702,124.193,0.0015,0.0433
Forever Love,Denisha,0.73,0.812,0.584,126.22,0.011,0.0824
Express Your Feelings,Michael Anthony,0.776,0.887,0.631,124.043,0.00357,0.0511
Moment In Love,Bobby Delante,0.858,0.843,0.62,124.184,4.93e-05,0.0397
In My Dreams,Joe Zangie,0.49,0.871,0.604,126.133,0.000461,0.0511
Let Me Be The One,Kuriosity,0.898,0.889,0.424,119.486,0.00521,0.0666
It Was Always You,Michael Anthony,0.908,0.893,0.627,125.211,0.0022,0.0592
Stay With Me,Yanda,0.718,0.549,0.715,122.335,0.0151,0.0407
I Need You Now,Pure Pleazure,0.394,0.789,0.701,126.198,0.0219,0.0599
Only Time Will Tell,O.S.U.,0.967,0.926,0.722,122.4,0.0347,0.0392
You Are The One,Sandy Congendo,0.802,0.696,0.779,119.939,0.00114,0.0407
My Broken Heart 93,DTU,0.81,0.758,0.684,122.312,0.0166,0.0654
Open Your Eyes,DTU,0.415,0.59,0.604,125.257,0.00117,0.0434
La Plaga (Digitally Remastered Remix),Tha Mexakinz,0.92,0.559,0.791,87.956,0.0559,0.229
veTE,Akwid,0.611,0.869,0.766,94.077,0.464,0.161
Big Time Hustlers,Mister One,0.726,0.687,0.759,91.943,0.469,0.12
I Get Even,Lil Menace,0.321,0.758,0.903,93.532,0.505,0.314
El Barrio Mas Chingon,Conejo,0.263,0.444,0.705,82.386,0.00331,0.411
Soy 18 With a Bullet,Spanish Fly,0.727,0.658,0.72,111.983,0.288,0.289
Just What You Feelin (feat. Sen Dog & Tetsuya Nakamura),Kemo The Blaxican,0.775,0.76,0.826,121.975,0.00552,0.0767
Wasted,The Psycho Realm,0.375,0.526,0.636,90.219,0.0517,0.229
Love Letters Intro / Love From The Sick Side,The Psycho Realm,0.405,0.572,0.716,173.439,0.13,0.271
Lost,T-Dre,0.039,0.545,0.762,93.629,0.211,0.145
In My Hood,South Park Mexican,0.669,0.615,0.842,144.748,0.0448,0.146
Coastin',Cali Life Style,0.46,0.473,0.624,169.892,0.0917,0.204
Grow Up (feat. Chikk),King Lil G,0.671,0.659,0.714,87.119,0.688,0.307
Oh What A Night,Lil Rob,0.196,0.591,0.744,96.953,0.00034,0.113
Soy Chingon,Lil Rob,0.517,0.669,0.62,167.957,0.366,0.364
Who Shot 2Pac,King Lil G,0.602,0.608,0.771,95.571,0.0169,0.259
The Streets,Lil Uno,0.651,0.831,0.642,93.494,0.464,0.125
